"website"	"crawled"	"place_id"	"lat"	"id"	"formatted_address"	"emails"	"country"	"note"	"rating"	"city"	"rated"	"name"	"types"	"called"	"formatted_phone_number"	"lng"	"mailed"	"international_phone_number"
"http://www.glamour.net.au/"	"True"	"ChIJuZN7ESVo1moRGpUuopEFrpI"	-37.845564	202	"1/389 Chapel St, South Yarra VIC, Australia"	"[]"	"AU"			"Melbourne"	3	"Glamour Hair Salon"	"['hair_care', 'establishment']"	0	"(03) 9826 6262"	144.994084	0	"+61 3 9826 6262"
"http://www.billiejeanhair.com/"	"True"	"ChIJzejaXkpd1moRHDGqDmNBYrc"	-37.812291	203	"380 Little Lonsdale St, Melbourne VIC, Australia"	"[]"	"AU"			"Melbourne"	1	"Billie Jean Hair"	"['beauty_salon', 'store', 'hair_care', 'establishment']"	0	"(03) 9044 8959"	144.958196	0	"+61 3 9044 8959"
"http://www.headmasters.com.au/"	"True"	"ChIJA1dSSLRC1moRcsqlK4hKXm0"	-37.810328	204	"Level 2/185 Spring St, Melbourne VIC, Australia"	"['jana@headmasters.com.au', 'u1G@XnG', 'jk@zbP', 'info@headmasters.com.au', 'ڳq@wZa', 'pQ@UZQWl', 'pR@ƱHj']"	"AU"			"Melbourne"		"Headmasters Training"	"['beauty_salon', 'school', 'hair_care', 'establishment']"	0	"(03) 9945 9522"	144.972165	0	"+61 3 9945 9522"
	"True"	"ChIJrTPIwcFy1moRpwGCyUtSHvo"	-38.054734	205	"18/450 Nepean Hwy, Chelsea VIC, Australia"		"AU"			"Melbourne"		"Dyed Pretty Hair And Make-Up"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(03) 9772 5006"	145.116687	0	"+61 3 9772 5006"
"http://www.ursk.com.au/"	"True"	"ChIJ0QpsXwtc1moRvqaxDaeDG6o"	-37.737637	206	"312A Keilor Rd, Essendon North VIC, Australia"	"['ÇŔ3ÇÝ@-úQ', 'TGĺ@zwţĚE', 'ÖÓ@mDe', 'ţź7l@v3ŃäCR', 'ˇC@HËb', 'VP@ÜÂtđC', 'Ňň@MjyPSĂo', 'Wą@ČĽA', 'jľ@ĚyAžíŘQ', 'aĘ@ŁhH', 'ôśnĽŚ@öGfuD8Ór', 'ťNA@ürŁťh', 'uuL@íąÉu', '9Ţă5QňÍ@h.ÇáCłb', 'ZB@Üřűam', 'śăcâ@üprRA', 'ţÎ@îÝt', 'Ż-ň@ľHZ', 'iűÎűěră@4ďj', 'aś@nĚN', 'Űkq@Qcy', 'sZřć@ŮÔĎwd', 'Íń@iGn', 'XíZŕťyDŚ@ÇâU', 'šhp_@ňĐHX', 'éśŃ@y4jI', 'úŚ@đly', '6üh@ßzöÄJ', 'rnľŮ@âpÇf', 'ďóŚý7ĆĐěFA@6ęp', '8ç@Uňśk', 'tĆ@Ł-Ôz', 'ěĆÎÇ@RVĺĐw', 'CvCť@BÂi', 'ŤşxZ@ţźqb', 'OŐ@2sžGH', 'ć6@ő8u', 'ľ4s@zdIIv', 'ćÄXv@üíi', 'ěe1żNÔË@ápr', 'až@8Óc', 'ł8Ĺą@0ĂU', 'ořd@qći', 'äŠ@ŽKp', 'źľý@VýëËo', 'ÄkÄ@JLóUľĚłśj', 'úŔPôŔ@ĹBMPHS', 'hâA@xďS', 'xINqă@Duo', 'ŁkŞ@łŰH', 'KhĐSs@wöĘf-ČăľR', '1J@aíJ', 'xÇ@9ÄăOk', 'řĆÝ@ä1ŽB', 'ůvŽd@îŇC', 'VěMIRk@kśD', 'ëő@Póc', '2śˇô@ýŘVíB', 'Ľ6ŚŮV@äÂJ', 'šN@äBJ', '0Lvź@âhÝrCf', 'gNÁÖpQ2@SNM', 'ŹÜ@ďÓŤl', 'ÖeĚf_@Ňhc', 'Öě@ŚűPĐm', 'đýŻ@ólVZÔşo', 'Ukś@sqďwb', 'Äą@łÄc', 'ŻÜ@Ęľ8źXWsżě-O', 'úłD@aš4ëý0pőe', 'jQFF@ą2v', 'ĽŮ@qEŤWz', 'ąÔ@H_P', 'Áę3Ŕóň@ô_H6PK', 'bî@Đłn', 'ÚÂD@ŽÁMH', 'ŻZlxľ@4éZoN', 'já@ě7ďL', 'Čno@ŞżKAv', '5B@QPz', 'ął@RNq', 'PE@ŘâU', 'jőĽr@Ťąh', 'yourskin@ursk.com.au', 'Rë@TJśÜbäfb4r', '7řO@65Ëd', 'öŞŽ@cĺX', '2Łˇ@hAî2áłYv', 'yj@vTp', 'gřE@ëžÔŰl', 'xÓř@vŰWĘU', 'Xńę2@4NN', 'BŇö@JĹhSJ', 'ßŽ@ˇÚqo', 'řF5L@ťZw', 'Jś@Čűüđńm', 'Tľf@Dmł0MRëR', 'Ďjä@śdß7c', 'Co@OĎŽA', 'ÚÂýj@ö1Z', 'NĘá@FÝh', 'qMP@ĽNfGp', 'çv@ľîw', 'śÍ@zŕáfěF', 'Ů.ţäd@ßěg', 'äP@4üN', 'Lá@ÎeŤj', 'Ú-@aöůj', 'Čć@-Tąd', 'ŞXŐYí@pApC', 'ęŃ@YAéQ', 'ŐŃU0l@ŹÖÍc', 'ŹĆ@ę7Ív', 'ÄĎ@Ű0z', 'lö@W0Q', 'bKąŃ@óDZ', 'Áý@Ł5G', '0ŻAôdÁKą@hŐS', 'ŻA@kÓŠĹCąH', 'çöfˇR@ěëˇßśd']"	"AU"			"Melbourne"		"URSK Make Up Beauty & Spa"	"['beauty_salon', 'establishment']"	0	"(03) 9379 8883"	144.893989	0	"+61 3 9379 8883"
"http://www.cosmetictattooist.com/"	"True"	"ChIJq6qqqrVC1moRDRUyCUwLZC8"	-37.815206	207	"Melbourne VIC, Australia"	"['CosmeticTattooist@gmail.com', 'CustomWebCreation@gmail.com', '3Ccustomwebcreation@gmail.com', 'CTshopSales@gmail.com']"	"AU"		4.4	"Melbourne"	6	"CosmeticTattooist.com"	"['beauty_salon', 'establishment']"	0	"0423 230 740"	144.963937	0	"+61 423 230 740"
"http://browsandlash.com.au/"	"True"	"ChIJRyXJhiho1moRianie6gZQYk"	-37.844488	208	"4/430-436 Chapel St, South Yarra VIC, Australia"	"[]"	"AU"		4.7	"Melbourne"	5	"Brows and Lash Corner"	"['beauty_salon', 'establishment']"	0	"(03) 9826 9977"	144.994914	0	"+61 3 9826 9977"
"http://www.essentialbeauty.com.au/"	"True"	"ChIJZ0ZuPiFs1moRDUeOA4q-wXo"	-37.958296	209	"1239 Nepean Hwy, Cheltenham VIC, Australia"	"['JJStevens17@gmail.com']"	"AU"			"Melbourne"	1	"Essential Beauty Southland"	"['beauty_salon', 'store', 'hair_care', 'establishment']"	0	"(03) 9584 8454"	145.051651	0	"+61 3 9584 8454"
"http://www.ntdesigns.com.au/"	"True"	"ChIJM1Ff3edr1moRGfPo9HDVkfA"	-37.912428	210	"Brighton East VIC, Australia"	"['info@ntdesigns.com.au']"	"AU"			"Melbourne"	1	"NT Designs mobile makeup & hair"	"['hair_care', 'establishment']"	0	"0408 311 252"	145.015237	0	"+61 408 311 252"
"http://www.handsofelegance.com.au/"	"True"	"ChIJSTUkYjdd1moRgb9SFqmL5mQ"	-37.779227	211	"217 McIlwraith St, Princes Hill VIC, Australia"	"['info@handsofelegance.com.au']"	"AU"			"Melbourne"	3	"Hands Of Elegance"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"0413 732 763"	144.968988	0	"+61 413 732 763"
"http://www.bodyglow.com.au/"	"True"	"ChIJBUBIAz081moRUWIOY77wwzU"	-37.870636	212	"1/452 Burwood Hwy, Wantirna South VIC, Australia"	"[]"	"AU"			"Melbourne"	2	"Body Glow Beauty Therapy"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"(03) 9887 2708"	145.239064	0	"+61 3 9887 2708"
"http://www.suebarnestudio.com/"	"True"	"ChIJ8ScFg7ZC1moRTRiH4Lb3vsk"	-37.816683	213	"The Nicholas Building, cnr Swanston St and Flinders Lane, Melbourne VIC, Australia"	"['info@suebarnestudio.com']"	"AU"			"Melbourne"	1	"SUE BARNES STUDIO"	"['hair_care', 'establishment']"	0	"0416 152 095"	144.966895	0	"+61 416 152 095"
	"True"	"ChIJcQc-V6g41moRdG7JaaXUwT4"	-37.808904	214	"517 Middleborough Rd, Box Hill North VIC, Australia"		"AU"			"Melbourne"	1	"The Brown Hare"	"['hair_care', 'establishment']"	0	"(03) 9899 9495"	145.140253	0	"+61 3 9899 9495"
"http://www.flawlesshairandmakeup.com.au/"	"True"	"ChIJ15gf3PU_1moRdoKhNqT0QKs"	-37.875922	215	"Mt Waverley VIC, Australia"	"[]"	"AU"			"Melbourne"		"Sheridan Dixon Make-Up Artist"	"['beauty_salon', 'establishment']"	0	"0407 812 098"	145.129305	0	"+61 407 812 098"
	"True"	"ChIJYZChcls_1moRXiqkC7E8GZ8"	-37.831459	216	"105 Canterbury Rd, Blackburn VIC, Australia"		"AU"			"Melbourne"		"Salon le Nails"	"['beauty_salon', 'establishment']"	0	"(03) 9878 8686"	145.146509	0	"+61 3 9878 8686"
"http://www.foreverflawless.com.au/"	"True"	"ChIJI-e_bOxn1moRyqRqnDgckmM"	-37.840428	217	"104/99 Nott St., Port Melbourne VIC, Australia"	"['myUser@email.com']"	"AU"		4.8	"Melbourne"	6	"Forever Flawless"	"['beauty_salon', 'establishment']"	0	"(03) 9018 5020"	144.938388	0	"+61 3 9018 5020"
"http://www.littlebeautyboutique.com.au/"	"True"	"ChIJ5fnwHkRq1moRNgYOYWACHHI"	-37.894296	218	"3 Willesden Rd, Hughesdale VIC, Australia"	"[]"	"AU"			"Melbourne"	1	"Little Beauty Boutique"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(03) 9016 3932"	145.077011	0	"+61 3 9016 3932"
"http://www.fratelle.com.au/"	"True"	"ChIJIWViBIcV1moRUOQ8KqCLIak"	-37.909873	219	"200/190 Jells Rd, Wheelers Hill VIC, Australia"	"['2r0@Qjg', 'Kk@ҟgP', 'HJ@JFI', 'eI@HJS', 'UD9@AUED', 'SS@ROCEk']"	"AU"			"Melbourne"	2	"Fratelle Hair & Make Up"	"['hair_care', 'establishment']"	0	"(03) 9562 1933"	145.189508	0	"+61 3 9562 1933"
"http://www.bouffantdelacroix.com/"	"True"	"ChIJ6dvaI9Vp1moRyOqNF4E9x2E"	-37.847977	220	"Shop 3/599 Malvern Rd, Toorak VIC, Australia"	"['info@bouffantdelacroix.com']"	"AU"			"Melbourne"	2	"Bouffant Delacroix"	"['hair_care', 'establishment']"	0	"(03) 9827 2855"	145.006402	0	"+61 3 9827 2855"
"http://www.wildforbeauty.com.au/"	"True"	"ChIJi-QEgzpD1moRDDvdow_pBbc"	-37.785864	221	"795 Rathdowne St, Carlton North VIC, Australia"	"['info@wildforbeauty.com.au']"	"AU"			"Melbourne"		"Wild for Beauty"	"['beauty_salon', 'establishment']"	0	"(03) 9387 2071"	144.972316	0	"+61 3 9387 2071"
"http://www.lescouleurs-stylists.com/"	"True"	"ChIJQ5Hq5ZxC1moRqH-a-xE5cGA"	-37.838757	222	"South Yarra VIC, Australia"	"[]"	"AU"			"Melbourne"		"Les Couleurs Hair and Makeup Melbourne"	"['hair_care', 'establishment']"	0	"0418 555 191"	144.995572	0	"+61 418 555 191"
"http://www.fezsalon.com.au/"	"True"	"ChIJP17DXYJB1moRYB4YLX590dY"	-37.827063	223	"875 Burke Rd, Camberwell VIC, Australia"	"[]"	"AU"			"Melbourne"		"Fez Hair Salon"	"['hair_care', 'establishment']"	0	"(03) 9813 0484"	145.057214	0	"+61 3 9813 0484"
"http://www.kerry-lou.com/"	"True"	"ChIJcdd0CbBZwokRIx0Am7vpv9Y"	40.747143	224	"236 W 27th St, New York, NY, United States"	"[]"	"US"		4.8	"New York"	20	"Make-up and Hair by Kerry-Lou"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(646) 300-1592"	-73.995714	0	"+1 646-300-1592"
"http://clubmauitanningandspa.com/"	"True"	"ChIJRcrhVpREwokRCE1onI951PI"	40.609886	225	"1703 Kings Hwy, Brooklyn, NY, United States"	"['clubmauitanning@gmail.com']"	"US"			"New York"	4	"Club Maui Tanning & Spa"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"(718) 375-1580"	-73.956292	0	"+1 718-375-1580"
"http://www.gemmettehairstudio.com/"	"True"	"ChIJx3csV21LwokRKL7x_31xIp0"	40.566432	226	"1281 Arthur Kill Rd, Staten Island, NY, United States"	"['sʡ@vвH', 'sn@7DM', '_A@kJq', 'byYUU@Pcr', 'djYVh㑡g@BkP', 'O9_@Y_X', '-C@b2e', 'Eh@ȥzi', 'cb@jre', 'kM@-3F', 'ҍb@Smj']"	"US"		4.8	"New York"	6	"Gemmette Hair & Make Up Studio"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(718) 966-6601"	-74.183126	0	"+1 718-966-6601"
"http://lorincole.com/"	"True"	"ChIJZzFoqQRZwokRNzHaQZUPHyU"	40.748375	227	"2 Tudor City Pl, New York, NY, United States"	"[]"	"US"		4.8	"New York"	21	"Lorin Cole"	"['beauty_salon', 'establishment']"	0	"(917) 306-0120"	-73.971489	0	"+1 917-306-0120"
"http://www.jjeyelashes.com/"	"True"	"ChIJ-00UHvpYwokRNPR1JJqnDXs"	40.763234	228	"56 W 56th St, New York, NY, United States"	"['info@jjeyelashes.com']"	"US"		3.3	"New York"	7	"J J Eyelashes Midtown"	"['beauty_salon', 'establishment']"	0	"(212) 244-2921"	-73.977157	0	"+1 212-244-2921"
"http://www.aloha-skincare.com/"	"True"	"ChIJh4rPz-NbwokR4m2onzqYf3o"	40.708342	229	"371 S 4th St, Brooklyn, NY, United States"	"[]"	"US"			"New York"	3	"Aloha Skincare Wellness"	"['beauty_salon', 'store', 'spa', 'hair_care', 'establishment']"	0	"(718) 599-7388"	-73.952869	0	"+1 718-599-7388"
"http://www.ulianahairstudio.com/"	"True"	"ChIJ1Y29UpxZwokRohJmBFUDPzA"	40.728826	230	"321 E 9th St, New York, NY, United States"	"[]"	"US"			"New York"	3	"Uliana Hair Studio"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(212) 475-4302"	-73.986094	0	"+1 212-475-4302"
"http://www.enviouslashes.com/"	"True"	"ChIJQT4UYahZwokRRYQl8RplkBw"	40.746616	231	"303 5th Ave #1907, New York, NY, United States"	"['ig-badge-view-sprite-24@2x.png']"	"US"		5	"New York"	31	"Envious Lashes"	"['beauty_salon', 'establishment']"	0	"(646) 397-8877"	-73.985683	0	"+1 646-397-8877"
"http://www.smoothlaser.com/"	"True"	"ChIJGzzAcuVYwokR1J7l-WYgAZw"	40.761844	232	"133 E 58th St, New York, NY, United States"	"[]"	"US"			"New York"	4	"Smooth Laser Tattoo Removal"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(212) 759-6997"	-73.969028	0	"+1 212-759-6997"
"http://www.makeupbyshara.com/"	"True"	"ChIJQe0ufulYwokRg6lh5fXpVMY"	40.765214	233	"The Pierre, A Taj Hotel, New York, E 61st St, New York, NY, United States"	"[]"	"US"			"New York"	3	"SHARA Makeup Studio"	"['beauty_salon', 'store', 'hair_care', 'establishment']"	0	"(212) 600-0723"	-73.972071	0	"+1 212-600-0723"
"http://kimara.com/"	"True"	"ChIJow2S05dYwokR-cQKWgIXtcc"	40.779177	234	"1113 Madison Ave, New York, NY, United States"	"['blake.mannion@gmail.com', 'ajax-loader@2x.gif']"	"US"			"New York"		"Kimara Ahnert Make Up Studio"	"['beauty_salon', 'establishment']"	0	"(212) 452-4252"	-73.959797	0	"+1 212-452-4252"
"http://www.browhaus.com/"	"True"	"ChIJc_8zyIhZwokR9nlUzZSWAH4"	40.721842	235	"56 Spring St, New York, NY, United States"	"[]"	"US"			"New York"	2	"Browhaus: The Brow Salon"	"['beauty_salon', 'establishment']"	0	"(212) 431-1124"	-73.996344	0	"+1 212-431-1124"
"http://www.diorspasalon.com/"	"True"	"ChIJMQQE-KhfwokRSyBSGDtlUYE"	40.749286	236	"37-07 80th St, Jackson Heights, NY, United States"	"[]"	"US"			"New York"	2	"Dior Salon & Spa"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"(718) 779-6499"	-73.886	0	"+1 718-779-6499"
"http://www.courtneyakai.com/"	"True"	"ChIJb41rTwBZwokRMv1GE0hpSEg"	40.724919	237	"594 Broadway #610, New York, NY, United States"	"['info@courtneyakai.com']"	"US"			"New York"		"Courtney Akai Lash Boutique"	"['beauty_salon', 'establishment']"	0	"(212) 226-2166"	-73.996938	0	"+1 212-226-2166"
"http://www.uptowngirlnyc.com/"	"True"	"ChIJqzdtEPpYwokRRDAFGKBg3hI"	40.763375	238	"39 W 56th St, New York, NY, United States"	"['contact@uptowngirlfl.com', 'contact@uptowngirlnyc.com']"	"US"			"New York"		"Uptown Girl"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(888) 455-0271"	-73.97635	0	"+1 888-455-0271"
"http://iwakeupwithmakeup.com/"	"True"	"ChIJQYJ2TltJwokRdJ9RIEnGv-I"	40.561312	239	"686 Tysens Ln, Staten Island, NY, United States"	"['wkeupwthmakeup@aol.com']"	"US"			"New York"	1	"Wake Up With Makeup"	"['beauty_salon', 'establishment']"	0	"(718) 668-0024"	-74.112631	0	"+1 718-668-0024"
"http://www.face2facecosmetics.net/"	"True"	"ChIJcb_K7cbMw4kR8FgBPV4V4ns"	40.410117	240	"243 Main St, Matawan, NJ, United States"	"[]"	"US"		4.7	"New York"	5	"Face2Face Cosmetics"	"['beauty_salon', 'store', 'establishment']"	0	"(732) 766-3901"	-74.233441	0	"+1 732-766-3901"
"http://www.blinglash.com/"	"True"	"ChIJ8bFW_JdZwokRKIzUmjrKfU0"	40.737462	241	"108 W 14th St, New York, NY, United States"	"['nr@wrapped', 'nr@context', 'nr@wrapper']"	"US"			"New York"	1	"BlingLash"	"['beauty_salon', 'establishment']"	0	"(212) 675-2220"	-73.997557	0	"+1 212-675-2220"
"http://www.vickyc5.com/"	"True"	"ChIJzSMRU3WKwokR6b1q4DEwj2E"	40.764737	242	"39-19 Bell Blvd, Bayside, NY, United States"	"[]"	"US"			"New York"		"Yassi Corporation"	"['beauty_salon', 'establishment']"	0	"(718) 224-0666"	-73.771447	0	"+1 718-224-0666"
"http://www.amykernahan.com/"	"True"	"ChIJ4bQ89-tYwokRehpqUrgln0o"	40.768102	243	"108 E 68th St, New York, NY, United States"	"['beauty@amykernahan.com']"	"US"			"New York"	3	"amy | kernahan Studio"	"['beauty_salon', 'establishment']"	0	"(212) 772-2501"	-73.965078	0	"+1 212-772-2501"
"http://www.parlorhairsalon.com/"	"True"	"ChIJSXBjInhZwokR1A-W9d1UBOE"	40.724843	244	"102 Avenue B, New York, NY, United States"	"['palorhairsalon@gmail.com', 'parlorhairsalon@gmail.com']"	"US"		4.7	"New York"	5	"Parlor"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(212) 673-5520"	-73.981566	0	"+1 212-673-5520"
"http://www.skincareofnj.com/"	"True"	"ChIJJwoocX-mw4kR2F6mmFwXjJs"	40.781785	245	"310 Madison Ave #210, Morristown, NJ, United States"	"['Info@SkinCareofNJ.com']"	"US"			"New York"		"Aesthetic Skin Care"	"['beauty_salon', 'establishment']"	0	"(973) 993-5100"	-74.449285	0	"+1 973-993-5100"
"http://www.scottj.com/"	"True"	"ChIJNe10dbtYwokR0U7QC0q4SF4"	40.77795	246	"242 East 86th Street, New York, NY, United States"	"['careers@scottj.com', 'Careers@scottj.com']"	"US"		4.1	"New York"	11	"Scott J"	"['beauty_salon', 'spa', 'establishment']"	0	"(212) 496-3901"	-73.952437	0	"+1 212-496-3901"
"http://www.christiesalon.com/"	"True"	"ChIJBR5pkWuKwokREb7IXGLUZWw"	40.780676	247	"2364 Bell Blvd, Bayside, NY, United States"	"[]"	"US"		3.1	"New York"	14	"Christie & Co Salon"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"(718) 225-7766"	-73.776215	0	"+1 718-225-7766"
"http://www.nuskinlaser.com/"	"True"	"ChIJidKU17XgwokRax_BuruBci8"	41.11476	248	"133 Lafayette Ave, Suffern, NY, United States"	"['info@nuskinlaser.com']"	"US"			"New York"	3	"Nu-Skin Laser Solutions LLC"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(845) 337-1125"	-74.147876	0	"+1 845-337-1125"
"http://www.expertmakeupartistry.com/"	"True"	"ChIJ53_Bqd3xwokRyjIYEtOz6g4"	40.941965	249	"12 Union Ave, Cresskill, NJ, United States"	"[]"	"US"			"New York"		"Expert Make Up Artistry Studio"	"['beauty_salon', 'store', 'establishment']"	0	"(973) 953-3026"	-73.962036	0	"+1 973-953-3026"
"http://www.bangz.net/"	"True"	"ChIJh45lqUxVwokRFUph_FpVmsI"	40.813077	250	"23 S Fullerton Ave, Montclair, NJ, United States"	"['stacey.bender@bhgpr.com']"	"US"		3.5	"New York"	30	"Bangz Salon & Wellness Spa"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"(973) 746-8426"	-74.21775	0	"+1 973-746-8426"
"http://weddingmakeupny.com/"	"True"	"ChIJ5RgblK5ZwokRMn2-fUJ71UU"	40.750129	251	"421 7th Ave, New York, NY, United States"	"['info@weddingmakeupny.com']"	"US"			"New York"	1	"Wedding Makeup Artist"	"['beauty_salon', 'establishment']"	0	"(212) 537-6551"	-73.990797	0	"+1 212-537-6551"
	"True"	"ChIJDQ-cZqhZwokRbyaKApi9k64"	40.746616	252	"303 5th Ave # 1709, New York, NY, United States"		"US"			"New York"		"Darrel Helene Shafran Elctrlys"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(212) 684-0013"	-73.985683	0	"+1 212-684-0013"
"http://www.cellulite-endermologie-center.com/"	"True"	"ChIJ41YkSQdZwokRu5u0bib6dmo"	40.749456	253	"220 Madison Ave, New York, NY, United States"	"['kl@5Ft']"	"US"			"New York"		"Cellulite Center-Permanent Make-Up"	"['beauty_salon', 'store', 'establishment']"	0	"(800) 430-7545"	-73.981904	0	"+1 800-430-7545"
"http://hairbysafeta.com/"	"True"	"ChIJmXVbR1NKwokRzC1gDLfdGXo"	40.542187	254	"3930 Richmond Ave #103, Staten Island, NY, United States"	"[]"	"US"			"New York"	1	"Safeta Ardolic - Full Service Salon - Hair Stylist & Make-Up Artist"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(347) 878-1070"	-74.163476	0	"+1 347-878-1070"
"http://www.dyannaspa.com/"	"True"	"ChIJ9W0pZaFZwokRnEBj2YLEk6k"	40.73921	255	"40 E 21st St, New York, NY, United States"	"[]"	"US"		4.2	"New York"	39	"Dyanna Body & Nail Salon Spa"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"(212) 995-2355"	-73.988378	0	"+1 212-995-2355"
"http://www.jinjubeauty.com/"	"True"	"ChIJGww_rDGUwokRjpKNJaesuRk"	41.031414	256	"33 S Broadway, White Plains, NY, United States"	"['jinjubeauty@yahoo.com']"	"US"			"New York"		"JINJU Beauty Spa"	"['beauty_salon', 'establishment']"	0		-73.762237	0	
"http://conceptdayspa.com/"	"True"	"ChIJHyJ7xoREwokRU05Ol3g0W4k"	40.600327	257	"2801 Avenue U, New York, NY, United States"	"[]"	"US"		3.4	"New York"	6	"Concept Day Spa"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"(718) 332-2666"	-73.943776	0	"+1 718-332-2666"
"http://skinmagicltd.com/"	"True"	"ChIJcW03ueZYwokR8i-rU3c7keM"	40.758106	258	"333 E 56th St #10n, New York, NY, United States"	"[]"	"US"			"New York"		"Skin Magic Ltd"	"['beauty_salon', 'spa', 'establishment']"	0	"(212) 751-7546"	-73.96427	0	"+1 212-751-7546"
"http://www.courtneyakai.com/"	"True"	"ChIJ_fbpPgBZwokRyTYGXAtmBnM"	40.75321	259	"501 5th Ave #1211, New York, NY, United States"	"['info@courtneyakai.com']"	"US"			"New York"	1	"Courtney Akai Lash Boutique Novalash Training"	"['beauty_salon', 'establishment']"	0	"(212) 867-8469"	-73.980724	0	"+1 212-867-8469"
"http://www.eddagarcia.com/"	"True"	"ChIJ35nIUnCD5IkRm3W-UWIYgyY"	42.132724	260	"155 Main St, Avon, MA, United States"	"['permanentmakeupbyedda@gmail.com']"	"US"		5	"Boston"	28	"Permenent Makeup"	"['beauty_salon', 'store', 'establishment']"	0	"(781) 910-8211"	-71.040091	0	"+1 781-910-8211"
"http://www.salondecheveuxboston.com/"	"True"	"ChIJa_SbHo5644kRq52zp43qDm0"	42.335475	261	"661 E Broadway, Boston, MA, United States"	"['info@salondecheveuxboston.com', 'mandy_gaughan@yahoo.com']"	"US"			"Boston"	2	"Salon De Cheveux"	"['beauty_salon', 'clothing_store', 'store', 'hair_care', 'establishment']"	0	"(617) 269-2300"	-71.03817	0	"+1 617-269-2300"
"http://www.staceyfrasca.com/"	"True"	"ChIJlTk0BMqG44kRYURLyjct90g"	42.296702	262	"568 Washington St, Wellesley, MA, United States"	"['stacey@staceyfrasca.com']"	"US"			"Boston"		"Stacey Frasca, Professional Make up Artist"	"['beauty_salon', 'painter', 'establishment']"	0	"(781) 389-2990"	-71.292851	0	"+1 781-389-2990"
"http://www.maryomhairdesign.com/"	"True"	"ChIJ2TNe1Cp344kRRMbMJkXZl64"	42.394995	263	"2 Main St, Somerville, MA, United States"	"[]"	"US"			"Boston"		"Maryom Hair Design"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"(617) 776-9372"	-71.097467	0	"+1 617-776-9372"
"http://www.beautybyania.com/"	"True"	"ChIJ6Z4sBdh044kRoRaK_v-XWX4"	42.350572	264	"581 Boylston St #305c, Boston, MA, United States"	"['roxanne@pigmentausa.com']"	"US"			"Boston"	1	"Beauty by Ania"	"['beauty_salon', 'store', 'establishment']"	0	"(508) 319-9388"	-71.076795	0	"+1 508-319-9388"
"http://www.hairandmakeupbynatalie.com/"	"True"	"ChIJ70qB_uUU44kRYekOJHSvr40"	42.356191	265	"Marblehead, MA, United States"	"['nr@wrapped', 'nr@context', 'hairandmakeupbynatalie@gmail.com', 'nr@wrapper']"	"US"			"Boston"	1	"Hair & Make-up by Natalie"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(781) 576-9004"	-71.05042	0	"+1 781-576-9004"
"http://www.pigmentausa.com/"	"True"	"ChIJcZvCkg5644kRUzf668lN3o4"	42.34976	266	"581 Boylston St #305, Boston, MA, United States"	"['pigmenta@usa.net']"	"US"			"Boston"		"Pigmenta Permanent Cosmetics"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"(781) 535-1570"	-71.080884	0	"+1 781-535-1570"
"http://www.beaucage.com/"	"True"	"ChIJh1q_Ogt644kRLouCg-Pdheg"	42.352006	267	"71 Newbury St, Boston, MA, United States"	"[]"	"US"		4.1	"Boston"	13	"Beaucage Salon and Spa"	"['beauty_salon', 'spa', 'hair_care', 'establishment']"	0	"(617) 437-7171"	-71.074341	0	"+1 617-437-7171"
"http://www.eastcoastsurgery.com/"	"True"	"ChIJkU-E6Il644kRQTQycfaxf10"	42.337518	268	"381 W Broadway, Boston, MA, United States"	"['info@domcollect.com']"	"US"			"Boston"		"East Coast Center"	"['beauty_salon', 'hair_care', 'establishment']"	0	"(617) 464-0001"	-71.049083	0	"+1 617-464-0001"
"http://www.emilysmakeupdesigns.com/"	"True"	"ChIJ-RU_KvN244kRQL7XNsJaChI"	42.357232	269	"Medford, MA, United States"	"['emily@emilysmakeupdesigns.com']"	"US"			"Boston"		"Emily's Makeup Designs"	"['beauty_salon', 'store', 'establishment']"	0	"(781) 956-5952"	-71.066119	0	"+1 781-956-5952"
